103.77568,1.34154,0
103.77572,1.34138,0
103.77573,1.34132,0
103.7759,1.34061,0
103.77584,1.34049,0
103.77582,1.34047,0
103.77581,1.34045,0
103.7758,1.34044,0
103.77578,1.34043,0
103.77576,1.34041,0
103.77574,1.34039,0
103.77572,1.34037,0
103.7757,1.34035,0
103.77567,1.34031,0
103.77552,1.34029,0
103.77529,1.34031,0
103.77519,1.34032,0
103.77492,1.34032,0
103.77463,1.34033,0
103.77455,1.34033,0
103.77429,1.34033,0
103.77425,1.34033,0
103.77425,1.34026,0
103.77425,1.34022,0
103.77425,1.34015,0
103.77432,1.34015,0
103.77456,1.34015,0
103.77464,1.34015,0
103.7749,1.34015,0
103.77497,1.34015,0
103.77524,1.34014,0
103.77554,1.34013,0
103.77581,1.34013,0
103.77617,1.3398,0
103.77628,1.33973,0
103.7764,1.33964,0
103.77648,1.33968,0
103.77656,1.33958,0
103.7766,1.33952,0
103.77691,1.33906,0
103.77695,1.339,0
103.77706,1.33885,0
103.77707,1.33883,0
103.77737,1.33845,0
103.77746,1.33835,0
103.7775,1.33831,0
103.77763,1.33819,0
103.77777,1.33807,0
103.77782,1.33803,0
103.77786,1.33801,0
103.77794,1.33795,0
103.77806,1.33787,0
103.77809,1.33786,0
103.77814,1.33783,0
103.77824,1.33778,0
103.77848,1.33769,0
103.77845,1.3376,0
103.7785,1.3375,0
103.77851,1.33746,0
103.77854,1.3374,0
103.77854,1.33737,0
103.77854,1.33733,0
103.77854,1.33729,0
103.77855,1.33724,0
103.77857,1.33719,0
103.77852,1.33705,0
103.77843,1.33675,0
103.77833,1.33638,0
103.7783,1.3363,0
103.77826,1.33611,0
103.77823,1.33603,0
103.77821,1.33592,0
103.77817,1.33572,0
103.77814,1.33558,0
103.77811,1.33545,0
103.77808,1.33524,0
103.7781,1.33514,0
103.77808,1.33505,0
103.77804,1.33487,0
103.77792,1.33442,0
103.77791,1.33438,0
103.7779,1.33429,0
103.77788,1.33418,0
103.77787,1.33409,0
103.77786,1.33398,0
103.77785,1.33389,0
103.77784,1.33381,0
103.77784,1.3338,0
103.77783,1.33358,0
103.7778,1.33294,0
103.7778,1.33287,0
103.77769,1.33289,0
